Year,Team,BPI(O),BPI(D),Conf,NetRtg,ORtg,DRtg,AdjT,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,Unnamed: 0,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,PAKE,PASE_x,Talent,Unnamed: 35,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team.1,PASE_y
2013,Western Illinois,-8.8,10.2,Sum,0.66,97.3,96.6,56.7,22.0,9.0,59.5,53.6,5.87,-5.42,-11.97,10.11,-1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Niagara,5.8,-4.5,MAAC,2.81,107.0,104.2,67.7,19.0,14.0,73.8,72.1,1.73,-1.14,6.6,-6.01,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Charleston,-1.5,2.7,SC,1.1,102.7,101.6,62.9,24.0,11.0,65.6,62.2,3.46,-3.83,-2.53,2.73,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34803921568627444
2013,Boston University,1.3,-0.1,AE,2.23,105.3,103.0,64.4,17.0,13.0,67.8,64.5,3.33,-3.92,0.69,-1.27,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029411764705882353
2013,Southern,-2.9,4.0,SWAC,0.5,99.3,98.8,63.4,23.0,10.0,67.4,57.3,10.09,-10.32,-4.83,2.21,-2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029411764705882353
2013,Montana,0.2,0.7,BSky,2.14,104.9,102.8,62.7,25.0,7.0,69.9,65.5,4.44,-4.29,-0.87,-0.32,-1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17156862745098037
2013,Wake Forest,1.5,-0.7,ACC,2.88,101.6,98.7,67.8,13.0,18.0,67.5,70.3,-2.74,6.19,3.01,0.43,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6323529411764706
2013,Tulane,1.5,-0.6,CUSA,1.88,107.2,105.3,64.3,20.0,15.0,69.6,65.7,3.91,-1.8,2.1,-0.23,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Tennessee St.,2.8,-2.0,OVC,0.18,104.9,104.7,66.7,18.0,15.0,71.5,69.9,1.58,-1.27,2.06,-4.2,-2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Air Force,3.0,-2.3,MWC,6.74,111.7,104.9,63.2,18.0,14.0,70.0,67.8,2.22,4.16,4.05,0.01,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Cal Poly,-3.2,3.8,BW,1.16,106.4,105.3,58.3,18.0,14.0,64.8,63.1,1.69,-0.94,-4.27,3.5,-0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9705882352941176
2013,Penn St.,-1.3,1.8,B10,0.57,102.1,101.5,64.0,10.0,21.0,61.6,68.2,-6.61,9.47,-0.05,2.91,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07352941176470584
2013,Nebraska,-5.1,5.4,B10,3.03,102.1,99.1,60.5,15.0,18.0,58.3,63.5,-5.18,9.58,-3.69,8.09,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8014705882352942
2013,Manhattan,-6.9,7.2,MAAC,0.9,95.3,94.4,60.7,14.0,18.0,58.3,59.9,-1.59,-0.36,-9.41,7.46,-1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25
2013,Bradley,1.0,-0.9,MVC,0.59,104.4,103.8,65.6,18.0,17.0,67.7,68.5,-0.71,1.96,2.05,-0.8,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17647058823529413
2013,Rider,-2.6,2.7,MAAC,0.59,98.8,98.2,64.6,19.0,15.0,63.7,63.3,0.44,-1.63,-3.75,2.56,-1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,UAB,3.5,-3.4,CUSA,0.35,100.9,100.6,69.3,16.0,17.0,71.4,71.2,0.18,1.52,3.78,-3.52,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06862745098039214
2013,Houston,7.9,-7.9,CUSA,-0.82,108.0,108.8,69.0,20.0,13.0,78.1,73.3,4.79,-3.77,9.44,-9.74,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3566176470588236
2013,Loyola Chicago,-2.9,2.9,Horz,0.12,103.2,103.1,61.8,15.0,16.0,64.4,62.4,1.97,-2.29,-3.29,2.27,-1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2745098039215685
2013,Delaware,2.6,-2.7,CAA,0.11,104.4,104.3,65.9,19.0,14.0,69.0,68.9,0.03,-0.79,2.63,-3.39,-0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21323529411764708
2013,San Francisco,1.3,-1.6,WCC,3.13,107.1,104.0,65.5,15.0,16.0,69.7,69.1,0.65,2.85,3.81,-1.38,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5735294117647058
2013,Georgia St.,-0.1,-0.2,CAA,-1.33,105.8,107.1,62.6,15.0,16.0,68.2,66.9,1.26,-2.38,-0.77,-1.24,-2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13970588235294118
2013,Southern Illinois,-2.8,2.4,MVC,-0.73,102.7,103.4,61.6,14.0,17.0,63.4,65.1,-1.77,2.26,-3.57,2.73,-0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Western Kentucky,-1.5,1.1,SB,-0.41,101.8,102.2,64.6,20.0,16.0,66.9,65.7,1.25,-1.12,-1.51,0.88,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5352941176470589
2013,San Diego,-1.8,1.3,WCC,-0.14,102.8,103.0,62.5,16.0,18.0,65.1,66.5,-1.32,2.56,-2.25,1.65,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
2013,SMU,-3.0,2.5,CUSA,-1.25,100.8,102.1,62.4,15.0,17.0,64.5,62.7,1.78,-1.34,-3.21,2.62,-0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7647058823529411
2013,Elon,-0.9,0.4,SC,-3.51,99.0,102.5,64.8,21.0,12.0,68.9,65.0,3.91,-5.16,-2.5,-1.05,-3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Virginia Tech,4.1,-4.7,ACC,-0.1,107.2,107.3,65.9,13.0,19.0,70.3,74.8,-4.53,6.34,6.18,-4.38,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4882352941176471
2013,Drexel,-3.2,2.6,CAA,0.08,102.1,102.0,60.5,13.0,18.0,63.0,63.1,-0.1,-0.96,-4.24,3.18,-1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029411764705882353
2013,Gardner Webb,-4.4,3.8,BSth,-1.63,98.0,99.6,61.5,21.0,13.0,65.8,60.8,5.0,-5.88,-6.4,3.23,-3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029411764705882353
2013,Northeastern,1.5,-2.2,CAA,-0.76,106.4,107.2,62.7,20.0,13.0,68.9,68.3,0.58,-1.91,1.08,-2.41,-1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18382352941176472
2013,Youngstown St.,3.0,-3.8,Horz,-1.91,102.9,104.8,66.9,18.0,16.0,71.4,69.3,2.06,-0.8,3.52,-5.65,-2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Toledo,2.0,-2.8,MAC,-1.31,104.2,105.5,66.1,15.0,13.0,68.9,68.3,0.61,-3.03,1.86,-4.28,-2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,CSUN,6.0,-6.8,BW,-4.56,104.1,108.6,69.2,14.0,17.0,75.3,74.5,0.77,-2.22,4.81,-9.0,-4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17647058823529413
2013,LIU,7.8,-8.7,NEC,-2.13,110.5,112.6,67.3,20.0,14.0,78.7,76.1,2.59,-5.78,8.14,-11.33,-3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10294117647058824
2013,Towson,0.1,-1.1,CAA,-0.45,103.1,103.6,64.7,18.0,13.0,68.5,66.6,1.9,-2.56,0.65,-2.55,-1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Hawaii,0.2,-1.2,BW,-3.72,102.8,106.6,67.9,17.0,15.0,73.0,72.0,0.97,-2.54,2.69,-6.06,-3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
2013,Yale,0.0,-1.0,Ivy,-2.95,102.7,105.7,63.0,14.0,17.0,67.1,66.3,0.74,-0.8,-1.86,-2.08,-3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14411764705882352
2013,South Carolina,1.2,-2.2,SEC,-3.58,101.7,105.3,65.2,14.0,18.0,66.1,68.9,-2.81,2.14,1.43,-2.1,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.161764705882353
2013,High Point,-0.3,-0.8,BSth,-4.37,100.2,104.5,64.5,17.0,14.0,71.6,66.2,5.45,-7.23,-2.38,-2.26,-4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25
2013,Auburn,-0.1,-1.1,SEC,-2.83,98.8,101.6,65.6,9.0,23.0,64.8,68.8,-3.97,4.2,0.52,-0.28,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333
2013,Quinnipiac,1.7,-2.9,NEC,-3.54,102.3,105.9,65.3,15.0,16.0,71.8,71.6,0.16,-4.9,0.16,-4.9,-4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Cal St. Fullerton,5.9,-7.1,BW,-3.09,107.2,110.3,68.4,14.0,18.0,76.6,74.4,2.19,-3.33,6.45,-9.71,-3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1568627450980392
2013,Morgan St.,0.3,-1.5,MEAC,-3.19,99.4,102.6,65.9,17.0,15.0,67.6,65.4,2.13,-7.5,-1.46,-3.92,-5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17647058823529413
2013,Tulsa,0.8,-2.1,CUSA,-0.87,99.5,100.3,66.3,17.0,16.0,67.9,68.2,-0.24,0.94,0.25,-1.31,-1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25
2013,South Alabama,0.5,-1.9,SB,-2.34,99.1,101.4,67.0,17.0,13.0,68.7,68.0,0.67,-2.95,-0.1,-2.78,-2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5735294117647058
2013,Idaho,1.7,-3.2,WAC,-2.97,109.9,112.8,62.0,12.0,18.0,68.3,69.3,-0.97,0.29,1.92,-4.15,-2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,UNC Asheville,1.4,-2.8,BSth,-3.25,101.5,104.7,67.9,16.0,16.0,71.8,69.2,2.59,-3.94,1.58,-5.21,-3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14705882352941174
2013,FIU,1.8,-3.3,SB,-1.39,101.6,102.9,67.8,18.0,14.0,69.1,69.0,0.03,-2.08,1.55,-3.6,-2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,UC Davis,3.0,-4.5,BW,-4.06,104.6,108.6,66.1,14.0,17.0,71.3,72.2,-0.94,-2.87,2.32,-6.12,-3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9705882352941176
2013,Oakland,5.9,-7.4,Sum,-3.09,107.3,110.4,68.1,16.0,17.0,74.1,75.3,-1.24,-1.61,5.32,-9.7,-4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17156862745098037
2013,Long Beach St.,1.3,-2.9,BW,0.62,105.7,105.1,65.7,19.0,14.0,69.4,71.5,-2.09,1.62,2.43,-3.9,-1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3602941176470588
2013,Jacksonville St.,-2.4,0.8,OVC,-3.43,102.6,106.0,60.9,17.0,11.0,66.3,64.9,1.43,-4.28,-4.81,0.34,-4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17647058823529413
2013,Illinois Chicago,-3.7,2.0,Horz,-1.11,98.8,99.9,63.0,18.0,16.0,62.8,62.8,0.06,-0.69,-4.12,2.34,-1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Coastal Carolina,-3.0,1.1,BSth,-5.83,97.8,103.6,63.8,14.0,15.0,67.0,63.4,3.55,-5.18,-5.01,-0.55,-5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029411764705882353
2013,Columbia,-5.4,3.5,Ivy,-2.42,101.1,103.5,60.3,12.0,16.0,62.4,60.5,1.86,-3.47,-6.52,3.28,-3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Buffalo,-0.6,-1.4,MAC,-1.4,103.3,104.7,63.9,14.0,20.0,66.9,67.3,-0.35,-0.34,-0.69,-1.24,-1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08088235294117649
2013,Rhode Island,-3.9,1.9,A10,-2.24,100.5,102.8,61.6,8.0,21.0,61.6,67.1,-5.55,4.97,-3.31,2.73,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11029411764705882
2013,Sam Houston St.,-6.4,4.3,Slnd,-5.46,94.0,99.5,61.3,17.0,17.0,63.8,61.2,2.59,-5.19,-9.74,3.26,-6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11764705882352941
2013,Wagner,-0.8,-1.4,NEC,-1.17,97.2,98.4,65.9,19.0,12.0,68.9,67.1,1.84,-5.06,-2.7,-0.52,-3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9705882352941176
2013,Morehead St.,2.4,-4.6,OVC,-5.04,99.6,104.6,68.2,15.0,18.0,72.6,73.0,-0.36,-1.79,1.56,-6.9,-5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3713235294117647
2013,William & Mary,1.0,-3.2,CAA,-4.01,106.6,110.6,62.2,13.0,17.0,68.8,68.3,0.53,-3.42,0.59,-4.6,-4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,James Madison,-2.6,0.3,CAA,-0.92,100.2,101.1,62.9,21.0,15.0,65.2,64.6,0.56,-2.22,-3.62,1.96,-1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7132352941176471
2013,Lafayette,0.7,-3.0,Pat,-0.25,106.0,106.2,64.5,19.0,15.0,69.1,69.0,0.09,-2.35,0.33,-3.32,-2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Southeast Missouri,3.0,-5.3,OVC,-4.87,103.9,108.8,67.0,17.0,16.0,74.1,71.5,2.61,-6.04,1.88,-7.38,-5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Marshall,1.1,-3.5,CUSA,-4.35,102.3,106.6,66.4,13.0,19.0,69.0,72.7,-3.72,0.94,1.3,-4.91,-3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
2013,Norfolk St.,-1.9,-0.7,MEAC,-4.26,96.4,100.6,67.1,21.0,12.0,66.3,65.5,0.79,-6.54,-3.48,-2.28,-5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4338235294117647
2013,Little Rock,-2.0,-0.5,SB,-4.74,97.6,102.4,66.4,17.0,15.0,66.5,66.6,-0.16,-2.21,-2.7,-1.64,-4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4558823529411765
2013,Nevada,0.8,-3.4,MWC,-0.28,105.1,105.4,65.5,12.0,19.0,67.5,71.9,-4.42,5.25,2.95,-2.6,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23529411764705876
2013,Bowling Green,-4.9,2.2,MAC,-3.87,96.9,100.8,62.8,13.0,19.0,62.8,63.5,-0.72,-1.75,-5.24,1.92,-3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,UC Santa Barbara,-2.9,-0.2,BW,-4.8,98.5,103.3,62.5,11.0,20.0,64.6,67.4,-2.81,0.1,-4.21,-0.32,-4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2536764705882353
2013,Mount St. Mary's,0.7,-3.8,NEC,-3.78,102.5,106.3,66.0,18.0,14.0,69.8,71.5,-1.75,-4.08,-0.51,-5.33,-5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9705882352941176
2013,NJIT,-2.1,-1.2,GWC,-8.82,94.6,103.4,65.9,16.0,13.0,70.4,64.4,5.97,-9.02,-3.92,-4.42,-8.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Missouri St.,-6.1,2.8,MVC,-3.82,101.0,104.8,59.6,11.0,22.0,59.6,64.7,-5.15,4.65,-6.57,3.76,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Wofford,-9.0,5.7,SC,-7.42,89.2,96.7,62.3,13.0,19.0,58.1,59.1,-1.0,-4.61,-11.71,5.0,-6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19607843137254902
2013,Loyola Marymount,-3.3,-0.2,WCC,-3.44,98.4,101.9,63.4,11.0,23.0,64.8,68.8,-4.0,2.81,-3.61,0.52,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Western Carolina,0.3,-3.8,SC,-7.39,101.6,109.0,65.0,14.0,19.0,69.3,69.7,-0.33,-4.39,-0.69,-5.73,-6.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Purdue Fort Wayne,-2.2,-1.4,Sum,-7.22,98.2,105.4,64.7,16.0,17.0,67.1,66.0,1.06,-5.31,-3.31,-3.68,-6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Stetson,1.1,-4.8,ASun,-5.95,101.2,107.2,67.3,15.0,16.0,70.3,71.5,-1.23,-4.13,0.89,-7.02,-6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029411764705882353
2013,North Carolina A&T,-5.7,1.9,MEAC,-5.3,93.2,98.5,65.5,20.0,17.0,62.1,61.9,0.22,-6.29,-7.46,0.53,-6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9705882352941176
2013,Florida Atlantic,-2.4,-1.6,SB,-6.11,99.5,105.7,63.8,14.0,18.0,65.4,67.6,-2.25,-2.45,-3.48,-2.36,-5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3088235294117647
2013,Louisiana,1.4,-5.5,SB,-5.73,100.6,106.4,68.6,13.0,20.0,70.8,73.1,-2.3,-2.22,2.47,-7.38,-4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1323529411764706
2013,Cal St. Bakersfield,-1.0,-3.1,ind,-6.52,98.3,104.8,64.5,14.0,16.0,68.0,69.0,-0.97,-2.22,-3.01,-3.48,-6.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17647058823529413
2013,Holy Cross,-5.2,1.1,Pat,-6.48,99.0,105.5,61.5,12.0,18.0,61.1,64.3,-3.17,-2.96,-6.64,0.52,-6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9705882352941176
2013,North Florida,-1.0,-3.2,ASun,-7.51,101.0,108.5,64.8,13.0,19.0,66.3,69.8,-3.56,-2.96,-2.21,-4.88,-7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Marist,0.0,-4.2,MAAC,-6.6,98.8,105.4,66.8,10.0,21.0,66.0,70.7,-4.71,-1.62,-0.69,-5.63,-6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Mississippi St.,-3.7,-0.5,SEC,-8.01,91.8,99.9,66.8,10.0,22.0,60.6,69.5,-8.88,4.36,-4.23,-0.29,-4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5147058823529412
2013,Duquesne,1.9,-6.1,A10,-6.75,100.7,107.5,67.9,8.0,22.0,67.6,75.6,-8.03,3.51,2.27,-6.79,-4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13235294117647056
2013,Brown,-4.9,0.6,Ivy,-5.94,95.8,101.7,63.3,13.0,15.0,62.4,64.3,-1.86,-3.02,-5.93,-0.39,-6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,UTSA,-1.6,-2.9,WAC,-7.85,100.9,108.8,62.7,10.0,22.0,64.0,69.5,-5.47,-1.01,-3.26,-3.22,-6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9705882352941176
2013,Northern Colorado,0.7,-5.3,BSky,-7.09,102.8,109.8,64.9,13.0,18.0,70.5,70.4,0.1,-5.31,-1.75,-6.01,-7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17647058823529413
2013,South Dakota,2.1,-6.8,Sum,-7.79,105.2,113.0,65.8,10.0,20.0,70.4,73.6,-3.17,-2.93,1.61,-9.12,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Central Connecticut,3.2,-7.9,NEC,-8.18,101.8,109.9,68.8,13.0,17.0,72.9,77.1,-4.2,-4.03,3.46,-11.68,-8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Pepperdine,-4.6,-0.2,WCC,-4.77,98.9,103.6,62.2,12.0,18.0,62.8,67.4,-4.6,0.94,-4.28,0.43,-3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New Hampshire,-6.8,2.0,AE,-9.41,92.8,102.2,62.9,9.0,20.0,60.2,62.7,-2.55,-4.17,-8.85,0.6,-8.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,North Dakota,-2.3,-2.7,BSky,-7.78,97.2,105.0,66.4,16.0,17.0,67.3,68.0,-0.64,-5.46,-3.56,-5.1,-8.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17647058823529413
2013,Cornell,-1.1,-3.9,Ivy,-8.68,99.9,108.6,66.1,13.0,18.0,65.8,69.9,-4.13,-2.35,-1.84,-5.42,-7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40686274509803927
2013,Ball St.,-2.8,-2.2,MAC,-7.84,99.5,107.3,64.9,15.0,15.0,65.2,68.0,-2.8,-3.14,-3.15,-3.54,-6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,North Texas,-2.3,-2.8,SB,-8.3,97.2,105.5,65.3,12.0,20.0,66.2,68.8,-2.63,-2.71,-2.79,-3.59,-6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2867647058823529
2013,Seattle,-2.5,-2.7,WAC,-5.73,94.0,99.7,68.2,8.0,22.0,65.5,68.6,-3.07,-1.08,-1.64,-2.92,-4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Bethune Cookman,-1.6,-3.6,MEAC,-9.75,98.0,107.8,65.1,14.0,20.0,67.1,68.2,-1.03,-6.41,-4.3,-5.21,-9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Appalachian St.,0.2,-5.4,SC,-8.9,99.4,108.3,66.5,15.0,16.0,71.3,71.6,-0.32,-5.74,0.38,-8.26,-7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Tennessee Tech,-4.2,-1.0,OVC,-10.15,97.1,107.3,64.2,12.0,17.0,64.8,67.3,-2.52,-3.21,-6.17,-3.42,-9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Northern Kentucky,-8.8,3.3,ASun,-7.26,97.5,104.7,58.1,11.0,16.0,58.6,61.0,-2.41,-5.15,-11.72,4.17,-7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10784313725490197
2013,Hampton,-4.8,-0.7,MEAC,-10.21,89.2,99.4,68.7,14.0,17.0,62.5,64.0,-1.52,-7.8,-6.08,-3.24,-9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30392156862745096
2013,Penn,-3.7,-1.9,Ivy,-7.74,94.9,102.6,66.7,9.0,22.0,62.8,68.3,-5.48,-1.47,-4.1,-2.85,-6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029411764705882353
2013,Old Dominion,-2.2,-3.4,CAA,-10.49,98.6,109.1,65.3,5.0,25.0,64.9,70.9,-6.03,-1.53,-2.68,-4.88,-7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21078431372549022
2013,Maine,-1.2,-4.5,AE,-8.8,97.3,106.1,67.8,11.0,19.0,66.3,69.7,-3.43,-4.1,-2.33,-7.22,-9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Sacred Heart,1.5,-7.3,NEC,-9.66,101.5,111.1,66.9,9.0,20.0,70.2,76.3,-6.07,-3.68,0.12,-9.87,-9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
