<<<<<<< HEAD
Year,Team,Conf,NetRtg,ORtg,DRtg,AdjT
2014,Seattle,WAC,-5.95,100.4,106.3,65.3
2014,Grand Canyon,WAC,-6.04,105.3,111.3,65.4
2014,Lehigh,Pat,-6.06,98.0,104.1,64.3
2014,East Tennessee St.,ASun,-6.16,103.5,109.6,68.6
2014,Florida Atlantic,CUSA,-6.4,101.1,107.5,63.0
2014,Lafayette,Pat,-6.43,109.3,115.7,64.6
2014,Loyola Chicago,MVC,-6.47,102.2,108.7,61.9
2014,Gardner Webb,BSth,-6.59,99.0,105.6,64.8
2014,High Point,BSth,-6.63,106.0,112.6,62.7
2014,Cal St. Fullerton,BW,-6.64,100.9,107.5,65.5
2014,Troy,SB,-6.82,101.9,108.8,63.3
2014,Louisiana Monroe,SB,-7.0,97.5,104.5,61.8
2014,Air Force,MWC,-7.0,99.6,106.6,63.6
2014,South Alabama,SB,-7.06,101.1,108.1,64.5
2014,Idaho,WAC,-7.12,105.4,112.5,65.6
2014,South Dakota,Sum,-7.13,101.7,108.9,65.5
2014,Radford,BSth,-7.36,106.9,114.3,66.5
2014,Penn,Ivy,-7.46,99.1,106.6,68.2
2014,Norfolk St.,MEAC,-7.48,102.9,110.3,62.7
2014,Texas Southern,SWAC,-7.49,106.7,114.1,65.7
2014,Idaho St.,BSky,-7.58,104.0,111.6,63.0
2014,Incarnate Word,Slnd,-7.59,102.7,110.3,68.7
2014,Northern Arizona,BSky,-7.72,100.4,108.1,62.3
2014,North Florida,ASun,-7.75,103.3,111.1,66.7
2014,North Dakota,BSky,-7.79,104.3,112.1,67.9
2014,Lipscomb,ASun,-8.04,103.4,111.5,68.6
2014,Hofstra,CAA,-8.14,105.1,113.2,63.8
2014,James Madison,CAA,-8.25,98.5,106.8,63.5
2014,Tennessee Tech,OVC,-8.28,100.2,108.5,66.2
2014,Monmouth,MAAC,-8.45,96.8,105.3,66.6
2014,Niagara,MAAC,-8.75,101.9,110.7,70.6
2014,Fairfield,MAAC,-8.84,95.6,104.5,64.5
2014,UMKC,WAC,-8.94,98.4,107.4,68.3
2014,UC Riverside,BW,-9.0,98.7,107.7,65.8
2014,Western Illinois,Sum,-9.06,94.1,103.2,60.9
2014,Illinois Chicago,Horz,-9.07,100.4,109.5,64.5
2014,Sacramento St.,BSky,-9.33,103.4,112.8,62.8
2014,Texas St.,SB,-9.41,94.9,104.3,61.1
2014,Portland St.,BSky,-9.47,102.3,111.7,64.9
2014,Chattanooga,SC,-9.48,100.6,110.1,66.8
2014,UNC Wilmington,CAA,-9.67,96.0,105.7,62.2
2014,Fairleigh Dickinson,NEC,-10.57,102.2,112.8,65.0
2014,Liberty,BSth,-11.25,101.3,112.6,62.8
2014,Chicago St.,WAC,-11.26,98.1,109.4,67.8
2014,Tulane,CUSA,-11.41,99.7,111.1,61.9
2014,Central Michigan,MAC,-11.43,106.3,117.7,63.7
2014,Austin Peay,OVC,-11.64,99.6,111.2,68.9
2014,Tennessee St.,OVC,-11.71,101.9,113.6,63.2
2014,San Jose St.,MWC,-11.75,94.5,106.3,64.1
2014,SIUE,OVC,-11.94,100.6,112.5,65.4
2014,Georgia Southern,SC,-12.09,98.3,110.4,64.8
2014,Loyola MD,Pat,-12.17,97.1,109.3,64.6
2014,Coppin St.,MEAC,-12.31,100.3,112.6,66.8
2014,Jackson St.,SWAC,-12.63,93.7,106.3,65.0
2014,Ball St.,MAC,-13.09,96.5,109.6,65.9
2014,Florida A&M,MEAC,-13.19,94.9,108.1,70.0
2014,Alabama St.,SWAC,-13.22,97.3,110.5,65.9
2014,Rice,CUSA,-13.23,94.7,107.9,62.4
2014,Eastern Illinois,OVC,-13.28,98.7,112.0,64.2
2014,Sacred Heart,NEC,-13.4,99.3,112.7,65.9
2014,Montana St.,BSky,-13.51,95.0,108.5,63.9
2014,Jacksonville,ASun,-13.55,103.2,116.8,67.8
2014,Nicholls St.,Slnd,-13.64,98.0,111.6,63.6
2014,Central Connecticut,NEC,-13.65,97.4,111.1,68.4
2014,Alabama A&M,SWAC,-13.83,92.0,105.8,64.3
2014,NJIT,ind,-13.86,96.6,110.5,66.5
2014,Navy,Pat,-13.87,93.0,106.8,61.8
2014,Jacksonville St.,OVC,-14.04,98.2,112.3,60.6
2014,McNeese St.,Slnd,-14.07,97.9,112.0,65.8
2014,Northern Kentucky,ASun,-14.08,102.7,116.8,61.1
2014,Southeastern Louisiana,Slnd,-14.15,98.7,112.8,63.2
2014,UTSA,CUSA,-14.68,100.9,115.6,66.5
2014,Saint Francis,NEC,-14.76,96.4,111.1,61.1
2014,UNC Greensboro,SC,-15.0,93.9,108.9,68.8
2014,UC Davis,BW,-15.16,101.3,116.4,64.8
2014,New Orleans,Slnd,-15.25,96.1,111.4,70.1
2014,Tennessee Martin,OVC,-15.4,103.2,118.6,67.4
2014,LIU,NEC,-15.55,103.0,118.6,66.4
2014,Delaware St.,MEAC,-15.63,97.1,112.7,58.3
2014,Samford,SC,-15.64,100.9,116.6,65.3
2014,UMass Lowell,AE,-16.04,95.3,111.4,62.7
2014,UMBC,AE,-16.07,92.6,108.7,66.6
2014,Alcorn St.,SWAC,-16.47,93.4,109.8,62.0
2014,Prairie View A&M,SWAC,-16.86,96.1,113.0,65.9
2014,Arkansas Pine Bluff,SWAC,-17.01,91.7,108.7,65.0
2014,Campbell,BSth,-17.42,98.5,115.9,61.9
2014,New Hampshire,AE,-17.67,88.7,106.4,61.2
2014,Central Arkansas,Slnd,-17.82,95.3,113.1,70.7
2014,IU Indy,Sum,-18.16,96.2,114.3,64.2
2014,Appalachian St.,SC,-18.63,92.0,110.7,64.7
2014,Howard,MEAC,-18.88,87.7,106.6,65.9
2014,Binghamton,AE,-19.39,91.7,111.1,64.2
2014,North Carolina A&T,MEAC,-19.56,93.7,113.3,65.3
2014,Stetson,ASun,-20.02,94.5,114.5,61.3
2014,Maryland Eastern Shore,MEAC,-20.22,99.1,119.3,65.1
2014,Bethune Cookman,MEAC,-20.31,96.5,116.8,60.7
2014,Kennesaw St.,ASun,-20.32,92.0,112.3,66.0
2014,Maine,AE,-20.55,95.5,116.0,73.0
2014,Cornell,Ivy,-20.58,100.4,120.9,63.6
2014,Furman,SC,-20.69,94.9,115.6,63.7
2014,Lamar,Slnd,-20.71,93.1,113.8,66.5
2014,South Carolina St.,MEAC,-21.14,91.5,112.7,64.6
2014,The Citadel,SC,-22.24,96.3,118.5,63.5
2014,Longwood,BSth,-22.88,95.6,118.5,66.6
2014,Mississippi Valley St.,SWAC,-22.93,93.0,115.9,70.9
2014,Abilene Christian,Slnd,-23.35,94.0,117.3,63.2
2014,Presbyterian,BSth,-25.87,94.2,120.0,63.5
2014,Grambling St.,SWAC,-26.6,95.5,122.1,66.0
2014,Southern Utah,BSky,-27.14,87.4,114.6,64.2
2015,Kentucky,SEC,36.91,121.3,84.4,62.4
2015,Wisconsin,B10,33.72,129.0,95.2,58.7
2015,Duke,ACC,32.48,124.5,92.0,65.8
2015,Arizona,P12,32.36,119.9,87.5,65.8
2015,Villanova,BE,30.65,122.7,92.0,64.2
2015,Virginia,ACC,30.06,115.6,85.5,58.0
2015,Gonzaga,WCC,27.78,121.7,93.9,64.7
2015,Utah,P12,27.24,116.4,89.2,60.5
2015,Notre Dame,ACC,24.96,125.4,100.4,63.4
2015,North Carolina,ACC,23.85,119.1,95.3,69.2
2015,Oklahoma,B12,22.8,112.5,89.7,66.7
2015,Kansas,B12,22.72,114.5,91.8,67.0
2015,Wichita St.,MVC,22.21,115.8,93.6,62.3
2015,Baylor,B12,22.14,116.6,94.5,61.5
2015,Michigan St.,B10,21.72,116.6,94.9,63.1
2015,Iowa St.,B12,21.49,119.0,97.5,69.6
2015,Louisville,ACC,21.21,110.2,88.9,64.6
2015,Northern Iowa,MVC,20.98,116.3,95.3,58.2
2015,Ohio St.,B10,20.75,115.6,94.8,65.2
2015,Butler,BE,20.09,110.2,90.1,63.2
2015,Xavier,BE,19.49,116.6,97.1,65.0
2015,Georgetown,BE,19.13,114.3,95.1,64.0
2015,Iowa,B10,19.02,114.2,95.1,63.7
2015,Texas,B12,18.94,112.4,93.4,62.0
2015,West Virginia,B12,17.64,112.6,94.9,67.9
2015,SMU,Amer,17.51,113.1,95.6,63.1
2015,Providence,BE,16.72,112.6,95.9,65.2
2015,BYU,WCC,16.69,119.4,102.7,70.4
2015,Arkansas,SEC,16.44,114.7,98.3,69.3
2015,VCU,A10,16.27,111.1,94.9,66.5
2015,San Diego St.,MWC,15.95,104.9,89.0,60.4
2015,North Carolina St.,ACC,15.93,114.9,98.9,64.1
2015,Maryland,B10,15.68,111.3,95.7,63.9
2015,Florida,SEC,15.39,107.3,91.9,62.7
2015,Georgia,SEC,15.09,109.6,94.5,64.1
2015,Davidson,A10,15.0,119.7,104.7,66.7
2015,Vanderbilt,SEC,14.99,115.6,100.6,63.4
2015,Oklahoma St.,B12,14.92,111.8,96.8,63.3
2015,Stanford,P12,14.72,113.6,98.9,65.2
2015,UCLA,P12,14.65,112.9,98.2,65.8
2015,Miami FL,ACC,14.49,112.5,98.1,62.5
2015,Dayton,A10,14.24,109.2,95.0,63.4
2015,Cincinnati,Amer,14.15,108.2,94.0,59.8
2015,Purdue,B10,13.96,110.9,97.0,64.3
2015,Oregon,P12,13.88,115.2,101.3,66.6
2015,Mississippi,SEC,13.88,114.5,100.6,66.2
2015,Boise St.,MWC,13.85,111.9,98.1,62.8
2015,Indiana,B10,13.83,119.8,106.0,66.6
2015,LSU,SEC,13.76,108.9,95.1,69.3
2015,St. John's,BE,13.7,110.7,97.0,66.7
2015,Stephen F. Austin,Slnd,13.64,113.9,100.3,65.4
2015,Minnesota,B10,13.06,112.7,99.7,67.3
2015,Syracuse,ACC,12.78,107.0,94.2,65.8
2015,Texas A&M,SEC,12.31,109.4,97.1,63.7
2015,Alabama,SEC,12.28,111.6,99.3,62.2
2015,TCU,B12,12.25,108.8,96.6,63.6
2015,Murray St.,OVC,12.04,116.5,104.5,66.8
2015,Buffalo,MAC,11.87,111.3,99.4,68.3
2015,Richmond,A10,11.76,108.6,96.8,61.8
2015,Rhode Island,A10,11.74,103.9,92.2,66.0
2015,Illinois,B10,11.68,108.3,96.7,64.8
2015,Illinois St.,MVC,11.67,107.7,96.1,64.7
2015,South Carolina,SEC,11.32,105.6,94.3,64.1
2015,Valparaiso,Horz,11.13,107.4,96.3,62.3
2015,Arizona St.,P12,11.13,109.8,98.7,65.8
2015,Temple,Amer,11.1,105.3,94.2,65.4
2015,Saint Mary's,WCC,10.36,110.9,100.6,62.6
2015,Georgia St.,SB,10.32,111.6,101.3,62.4
2015,George Washington,A10,10.19,108.4,98.2,61.9
2015,Old Dominion,CUSA,10.19,106.5,96.3,59.9
2015,Green Bay,Horz,10.11,104.7,94.6,64.9
2015,Colorado St.,MWC,10.01,111.6,101.6,66.6
2015,Connecticut,Amer,9.98,107.7,97.7,62.1
2015,Michigan,B10,9.55,110.0,100.5,59.7
2015,Harvard,Ivy,9.23,104.8,95.6,61.1
2015,Louisiana Tech,CUSA,9.18,109.0,99.8,67.4
2015,Yale,Ivy,8.78,107.3,98.6,61.9
2015,Pittsburgh,ACC,8.65,113.5,104.8,60.6
2015,Creighton,BE,8.36,111.0,102.6,62.1
2015,Central Michigan,MAC,8.23,114.9,106.6,64.4
2015,Kansas St.,B12,8.18,106.6,98.4,62.1
2015,Penn St.,B10,8.08,105.3,97.2,65.4
2015,Seton Hall,BE,7.98,109.3,101.3,65.7
2015,Clemson,ACC,7.82,104.5,96.7,61.6
2015,Tulsa,Amer,7.75,102.6,94.9,63.9
2015,Georgia Tech,ACC,7.67,103.7,96.0,63.7
2015,Memphis,Amer,7.51,105.5,98.0,66.2
2015,Toledo,MAC,7.46,113.3,105.8,66.4
2015,Cleveland St.,Horz,7.42,108.3,100.9,61.1
2015,Tennessee,SEC,7.24,109.5,102.3,60.4
2015,UC Irvine,BW,7.09,106.3,99.2,63.4
2015,Colorado,P12,7.09,107.5,100.5,65.0
2015,Marquette,BE,6.88,105.3,98.5,63.7
2015,South Dakota St.,Sum,6.85,108.8,102.0,66.1
2015,Sam Houston St.,Slnd,6.84,103.4,96.5,64.9
2015,Wofford,SC,6.72,105.2,98.5,60.5
2015,UTEP,CUSA,6.64,106.2,99.6,64.7
2015,New Mexico St.,WAC,6.63,107.4,100.8,63.0
2015,Florida St.,ACC,6.37,105.6,99.3,65.9
2015,Iona,MAAC,6.18,113.6,107.4,69.7
2015,UC Davis,BW,6.14,112.3,106.2,62.9
2015,UNLV,MWC,6.13,107.9,101.7,65.1
2015,La Salle,A10,6.02,101.3,95.3,64.1
2015,North Carolina Central,MEAC,6.0,105.4,99.4,59.4
2015,UC Santa Barbara,BW,6.0,109.3,103.3,62.6
2015,San Diego,WCC,5.95,104.0,98.0,62.9
2015,Oregon St.,P12,5.9,100.0,94.1,60.5
2015,Akron,MAC,5.77,105.1,99.4,63.6
2015,Wyoming,MWC,5.67,104.8,99.1,59.1
2015,Boston College,ACC,5.61,107.9,102.3,63.4
2015,Hofstra,CAA,5.43,112.0,106.6,68.7
2015,St. Bonaventure,A10,5.31,105.4,100.1,64.4
2015,California,P12,5.25,104.2,99.0,65.3
2015,Evansville,MVC,5.25,106.6,101.3,66.2
2015,Bowling Green,MAC,5.2,105.9,100.7,63.7
2015,William & Mary,CAA,5.17,113.9,108.8,63.9
2015,Northeastern,CAA,5.12,108.3,103.1,63.3
2015,Kent St.,MAC,5.04,107.4,102.3,61.5
2015,Washington,P12,5.04,108.8,103.8,65.2
2015,Wake Forest,ACC,4.76,106.6,101.8,68.0
2015,Nebraska,B10,4.62,99.6,95.0,63.3
2015,Northwestern,B10,4.59,107.8,103.2,59.7
2015,Vermont,AE,4.38,103.3,99.0,64.4
2015,Utah St.,MWC,4.27,107.5,103.2,63.5
2015,Massachusetts,A10,4.16,106.5,102.3,67.0
2015,Pepperdine,WCC,4.1,100.5,96.4,63.5
2015,Hawaii,BW,3.73,105.1,101.4,68.9
2015,Louisiana,SB,3.59,106.0,102.4,69.9
2015,Eastern Kentucky,OVC,3.46,106.3,102.8,63.5
2015,Stony Brook,AE,3.35,102.8,99.5,64.1
2015,Albany,AE,3.29,107.2,103.9,60.8
2015,Loyola Chicago,MVC,3.28,105.9,102.6,61.1
2015,Eastern Washington,BSky,3.25,112.9,109.6,68.2
2015,Portland,WCC,3.23,109.0,105.8,64.2
2015,UAB,CUSA,3.06,104.9,101.9,64.7
2015,Long Beach St.,BW,3.05,104.0,100.9,65.2
2015,New Mexico,MWC,2.82,101.6,98.7,62.0
2015,Eastern Michigan,MAC,2.69,101.8,99.2,66.0
2015,Auburn,SEC,2.45,105.8,103.3,67.2
2015,Coastal Carolina,BSth,2.38,106.7,104.3,64.1
2015,Western Kentucky,CUSA,2.28,105.0,102.7,66.3
2015,Belmont,OVC,2.27,110.2,107.9,66.9
2015,North Florida,ASun,2.26,108.4,106.2,67.1
2015,San Francisco,WCC,2.16,105.7,103.5,65.5
2015,High Point,BSth,2.03,108.4,106.4,62.2
2015,Charlotte,CUSA,1.92,109.9,108.0,66.8
2015,Georgia Southern,SB,1.89,100.5,98.6,63.4
2015,Tennessee Martin,OVC,1.84,109.2,107.3,62.0
2015,Canisius,MAAC,1.81,103.6,101.8,63.4
2015,DePaul,BE,1.77,108.6,106.8,67.0
2015,USC,P12,1.46,101.6,100.1,68.0
2015,North Dakota St.,Sum,1.41,103.8,102.4,60.8
2015,Cal Poly,BW,1.24,102.9,101.7,58.6
2015,Morehead St.,OVC,0.98,104.1,103.1,64.9
2015,Texas Tech,B12,0.97,102.3,101.3,61.6
2015,Western Michigan,MAC,0.86,108.0,107.1,65.0
2015,Middle Tennessee,CUSA,0.59,102.3,101.7,61.0
2015,Mississippi St.,SEC,0.58,100.7,100.1,63.8
2015,Princeton,Ivy,0.55,107.4,106.9,64.6
2015,Saint Joseph's,A10,0.34,100.3,100.0,63.3
2015,Manhattan,MAAC,0.31,101.9,101.6,67.7
2015,Rider,MAAC,0.17,101.2,101.0,64.2
2015,Montana,BSky,0.15,106.0,105.8,62.0
2015,Columbia,Ivy,0.12,107.5,107.4,60.2
2015,Chattanooga,SC,0.09,105.6,105.5,64.5
2015,Oakland,Horz,0.06,111.4,111.3,66.5
2015,Dartmouth,Ivy,-0.67,102.0,102.7,63.4
2015,Indiana St.,MVC,-0.7,102.7,103.4,66.6
2015,Louisiana Monroe,SB,-0.71,99.0,99.7,61.8
2015,Radford,BSth,-0.77,105.6,106.3,65.0
2015,Purdue Fort Wayne,Sum,-0.82,107.7,108.5,64.5
2015,NJIT,ind,-0.85,105.5,106.4,66.2
2015,UNC Wilmington,CAA,-0.9,101.5,102.4,67.5
2015,Virginia Tech,ACC,-0.92,106.3,107.2,63.6
2015,Winthrop,BSth,-0.94,104.8,105.7,65.8
2015,Quinnipiac,MAAC,-1.09,103.0,104.1,66.3
2015,Northern Arizona,BSky,-1.12,102.2,103.4,64.8
2015,Northern Illinois,MAC,-1.2,102.8,104.0,62.5
2015,Colgate,Pat,-1.24,108.0,109.2,60.7
2015,USC Upstate,ASun,-1.25,103.5,104.7,63.3
2015,Detroit Mercy,Horz,-1.34,103.3,104.6,67.3
2015,Monmouth,MAAC,-1.38,100.8,102.1,63.6
2015,Robert Morris,NEC,-1.39,103.1,104.5,65.4
2015,Mercer,SC,-1.52,104.5,106.0,60.9
2015,Washington St.,P12,-1.67,109.1,110.8,67.2
2015,Saint Peter's,MAAC,-1.72,100.0,101.7,60.2
2015,American,Pat,-1.77,102.5,104.2,56.8
2015,New Hampshire,AE,-1.86,100.9,102.8,63.9
2015,Florida Gulf Coast,ASun,-1.92,101.6,103.6,64.2
2015,Norfolk St.,MEAC,-2.01,105.5,107.5,64.6
2015,Missouri,SEC,-2.09,102.0,104.1,62.0
2015,Lafayette,Pat,-2.14,112.9,115.1,64.6
2015,Santa Clara,WCC,-2.14,105.9,108.0,61.1
2015,Charleston Southern,BSth,-2.17,107.0,109.2,65.2
2015,Sacramento St.,BSky,-2.33,109.0,111.3,61.9
2015,UT Arlington,SB,-2.41,103.4,105.9,69.6
2015,Rutgers,B10,-2.45,98.7,101.1,64.9
2015,James Madison,CAA,-2.69,105.5,108.2,63.9
2015,Bucknell,Pat,-2.8,105.8,108.6,64.2
2015,Lehigh,Pat,-2.81,99.9,102.7,66.2
2015,Cornell,Ivy,-2.87,96.9,99.7,64.2
2015,Fresno St.,MWC,-2.92,102.8,105.7,64.9
2015,Air Force,MWC,-3.01,108.1,111.2,61.7
2015,George Mason,A10,-3.08,102.9,106.0,64.0
2015,Oral Roberts,Sum,-3.17,106.2,109.4,65.5
2015,Maryland Eastern Shore,MEAC,-3.33,104.5,107.8,64.4
2015,Fordham,A10,-3.49,102.0,105.5,65.4
2015,UTSA,CUSA,-3.59,106.4,110.0,65.9
2015,Rice,CUSA,-3.62,102.0,105.6,62.0
2015,Milwaukee,Horz,-3.76,103.1,106.9,64.4
2015,Gardner Webb,BSth,-3.84,107.6,111.4,67.4
2015,Texas Southern,SWAC,-3.84,104.1,107.9,63.3
2015,Houston,Amer,-3.85,101.4,105.2,64.2
2015,Miami OH,MAC,-4.02,102.5,106.6,64.6
2015,UC Riverside,BW,-4.22,98.5,102.8,65.3
2015,Duquesne,A10,-4.26,108.6,112.9,67.3
2015,East Tennessee St.,SC,-4.29,103.2,107.5,67.7
2015,South Dakota,Sum,-4.36,103.4,107.8,65.2
2015,Tulane,Amer,-4.37,99.8,104.2,63.0
2015,Saint Francis,NEC,-4.58,99.8,104.4,62.7
2015,Denver,Sum,-4.58,106.0,110.6,57.1
2015,Southern Illinois,MVC,-4.79,98.8,103.6,62.2
2015,East Carolina,Amer,-4.89,103.7,108.6,61.2
2015,Eastern Illinois,OVC,-4.95,100.3,105.2,63.2
2015,Mount St. Mary's,NEC,-4.97,98.5,103.4,62.4
2015,Texas A&M Corpus Chris,Slnd,-5.05,100.8,105.9,62.7
2015,Incarnate Word,Slnd,-5.06,107.5,112.6,67.4
2015,Northwestern St.,Slnd,-5.11,112.5,117.6,73.2
2015,Texas St.,SB,-5.2,93.7,98.9,61.2
2015,Idaho,BSky,-5.29,107.7,112.9,67.5
2015,Ohio,MAC,-5.47,103.0,108.5,66.4
2015,Southeast Missouri,OVC,-5.54,102.8,108.4,65.6
2015,Western Carolina,SC,-5.6,101.9,107.5,65.7
2015,Little Rock,SB,-5.63,104.3,109.9,64.3
2015,Bryant,NEC,-5.85,104.1,109.9,63.1
2015,UNC Asheville,BSth,-6.14,102.4,108.6,67.8
2015,Sacred Heart,NEC,-6.16,103.4,109.6,68.5
2015,Boston University,Pat,-6.29,106.4,112.7,64.2
2015,Pacific,WCC,-6.31,103.1,109.5,61.4
2015,Cal St. Bakersfield,WAC,-6.44,99.7,106.2,60.5
2015,Holy Cross,Pat,-6.49,101.2,107.7,63.6
2015,Wright St.,Horz,-6.53,99.0,105.5,63.0
2015,Seattle,WAC,-6.64,98.3,104.9,62.3
2015,North Texas,CUSA,-6.66,98.6,105.2,65.5
2015,Northern Kentucky,ASun,-6.72,104.2,110.9,63.6
2015,Tennessee Tech,OVC,-6.88,104.2,111.1,66.2
2015,SIUE,OVC,-6.9,97.9,104.8,66.3
2015,Elon,CAA,-7.23,98.5,105.7,68.0
2015,Drexel,CAA,-7.24,99.3,106.5,60.7
2015,Hampton,MEAC,-7.4,96.6,104.0,69.2
2015,Northern Colorado,BSky,-7.45,110.4,117.9,63.2
2015,Army,Pat,-7.5,100.2,107.8,69.2
2015,Bradley,MVC,-7.51,93.7,101.3,62.1
2015,Missouri St.,MVC,-7.52,98.9,106.5,61.3
2015,Nebraska Omaha,Sum,-7.57,102.9,110.5,73.4
2015,Ball St.,MAC,-7.65,100.4,108.0,63.5
2015,Portland St.,BSky,-7.77,102.9,110.7,65.9
2015,Howard,MEAC,-7.91,93.9,101.9,62.7
2015,Delaware,CAA,-7.92,101.7,109.6,65.3
2015,Marshall,CUSA,-8.05,96.3,104.3,69.9
2015,Delaware St.,MEAC,-8.25,101.5,109.7,67.1
2015,Grand Canyon,WAC,-8.29,106.5,114.8,64.5
2015,Alabama St.,SWAC,-8.31,97.8,106.1,67.5
2015,Siena,MAAC,-8.31,105.7,114.0,66.0
2015,Weber St.,BSky,-8.35,99.9,108.3,62.7
2015,Towson,CAA,-8.38,100.9,109.3,60.3
2015,Brown,Ivy,-8.42,99.4,107.8,67.4
2015,CSUN,BW,-8.44,100.8,109.2,64.8
2015,Nevada,MWC,-8.54,97.8,106.4,63.7
2015,Loyola Marymount,WCC,-8.56,103.0,111.6,62.3
2015,FIU,CUSA,-8.57,96.0,104.6,64.6
2015,Youngstown St.,Horz,-8.93,106.0,114.9,67.0
2015,South Florida,Amer,-9.02,99.2,108.3,63.7
2015,Drake,MVC,-9.03,105.3,114.3,58.9
2015,Lamar,Slnd,-9.03,100.0,109.1,65.9
2015,Navy,Pat,-9.04,98.9,107.9,61.0
2015,Southern,SWAC,-9.15,94.0,103.1,64.7
2015,Charleston,CAA,-9.32,96.1,105.5,60.8
2015,IU Indy,Sum,-9.43,94.0,103.4,63.2
2015,UCF,Amer,-9.58,102.7,112.3,64.0
2015,Illinois Chicago,Horz,-9.61,101.2,110.8,64.4
2015,Appalachian St.,SB,-9.63,98.3,107.9,65.3
2015,UNC Greensboro,SC,-9.7,99.8,109.5,65.7
2015,UMKC,WAC,-9.74,98.2,107.9,63.5
2015,Troy,SB,-9.75,99.8,109.5,64.7
2015,LIU,NEC,-9.82,97.0,106.8,67.4
2015,Saint Louis,A10,-9.85,95.9,105.8,62.8
2015,Florida Atlantic,CUSA,-10.28,98.7,109.0,63.9
2015,Penn,Ivy,-10.46,97.7,108.2,63.3
2015,Cal St. Fullerton,BW,-10.62,99.1,109.7,65.7
2015,Samford,SC,-10.69,102.0,112.6,66.1
2015,VMI,SC,-10.78,98.4,109.2,76.5
2015,Arkansas St.,SB,-10.83,96.2,107.0,65.7
2015,Fairfield,MAAC,-10.9,95.4,106.3,61.2
2015,South Alabama,SB,-11.28,101.0,112.2,68.6
2015,Lipscomb,ASun,-11.29,100.7,112.0,67.7
2015,Niagara,MAAC,-11.41,99.8,111.2,64.7
2015,McNeese St.,Slnd,-11.58,100.6,112.1,62.8
2015,Campbell,BSth,-11.85,97.7,109.5,61.3
2015,Prairie View A&M,SWAC,-11.98,97.4,109.4,68.6
2015,UMass Lowell,AE,-12.46,94.1,106.6,63.7
2015,Wagner,NEC,-12.49,98.9,111.4,67.2
2015,Marist,MAAC,-12.74,94.6,107.4,65.0
2015,Southeastern Louisiana,Slnd,-12.89,95.9,108.8,66.2
2015,Southern Utah,BSky,-13.12,98.7,111.8,67.5
2015,Loyola MD,Pat,-13.13,93.2,106.4,62.7
2015,Furman,SC,-13.18,98.3,111.5,62.4
2015,New Orleans,Slnd,-13.22,96.9,110.2,67.6
2015,Jacksonville St.,OVC,-13.27,95.2,108.4,63.1
2015,Jackson St.,SWAC,-13.5,91.2,104.7,63.2
2015,Idaho St.,BSky,-13.77,97.5,111.3,63.4
2015,North Dakota,BSky,-13.77,96.9,110.6,67.6
2015,Southern Miss,CUSA,-13.78,97.3,111.0,62.0
2015,Longwood,BSth,-13.8,97.4,111.2,66.4
2015,Austin Peay,OVC,-14.2,94.8,109.0,66.6
2015,Fairleigh Dickinson,NEC,-15.07,97.4,112.5,67.4
2015,Montana St.,BSky,-15.16,95.7,110.8,65.3
2015,Utah Valley,WAC,-16.1,92.9,109.0,61.9
2015,Binghamton,AE,-16.41,94.0,110.4,63.0
2015,Western Illinois,Sum,-16.66,91.5,108.1,66.6
2015,Arkansas Pine Bluff,SWAC,-16.89,92.5,109.4,63.2
2015,Coppin St.,MEAC,-17.04,99.1,116.1,73.7
2015,Presbyterian,BSth,-18.09,96.6,114.7,62.0
2015,Chicago St.,WAC,-18.17,89.3,107.5,62.6
2015,Nicholls St.,Slnd,-18.36,90.0,108.3,66.1
2015,The Citadel,SC,-18.59,103.2,121.8,58.6
2015,Bethune Cookman,MEAC,-18.66,91.2,109.9,60.2
2015,South Carolina St.,MEAC,-18.69,90.4,109.1,64.1
2015,Morgan St.,MEAC,-18.87,94.3,113.2,64.4
2015,Liberty,BSth,-18.87,90.8,109.7,65.8
2015,Tennessee St.,OVC,-18.9,89.5,108.4,63.5
2015,Alabama A&M,SWAC,-19.09,95.0,114.1,63.5
2015,North Carolina A&T,MEAC,-19.42,93.5,112.9,61.6
2015,Stetson,ASun,-19.66,96.6,116.3,65.8
2015,Jacksonville,ASun,-19.74,96.3,116.1,63.8
2015,Kennesaw St.,ASun,-20.61,93.7,114.3,65.1
2015,Abilene Christian,Slnd,-20.63,93.2,113.8,63.8
2015,UMBC,AE,-20.68,89.2,109.9,64.2
2015,Central Connecticut,NEC,-20.7,92.9,113.6,62.8
2015,Maine,AE,-21.87,93.7,115.5,65.9
2015,Alcorn St.,SWAC,-24.34,92.9,117.3,66.8
2015,San Jose St.,MWC,-24.59,86.5,111.0,63.8
2015,Mississippi Valley St.,SWAC,-25.69,91.6,117.3,70.1
2015,Central Arkansas,Slnd,-27.67,91.0,118.7,69.0
2015,Florida A&M,MEAC,-31.73,85.4,117.1,65.3
2015,Grambling St.,SWAC,-37.65,78.9,116.6,65.4
2016,Villanova,BE,32.01,122.8,90.8,66.0
2016,North Carolina,ACC,29.82,124.4,94.6,70.5
2016,Kansas,B12,29.67,120.0,90.4,69.0
2016,Virginia,ACC,29.64,120.6,91.0,61.3
2016,Michigan St.,B10,27.97,123.4,95.5,66.5
2016,Kentucky,SEC,25.14,121.8,96.6,67.4
2016,Louisville,ACC,24.68,113.4,88.8,66.1
2016,West Virginia,B12,24.45,115.3,90.9,69.5
2016,Purdue,B10,23.85,116.9,93.1,67.9
